Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Daily_meals_frequency,Carbs,Proteins,Fats,Calories,sugar_g,sodium_mg,cholesterol_mg,Burns_Calories_per_30_min,Difficulty_Level,lean_mass_kg
41.77,Male,73.26,1.62,174.8,139.53,66.76,31.59661735585105,2.0,3.99,2.01,27.91,2.02,194.67,78.14,51.8,2217.0,15.3,1882.34,193.85,348.09,Beginner,50.11231812510353
42.01,Male,59.54,1.74,195.74,140.65,51.93,21.21295211354071,2.72,5.01,3.01,19.67,3.04,201.17,80.92,54.21,1588.0,35.14,2086.77,207.25,362.59,Beginner,46.90980831159786
20.01,Male,92.52,1.94,175.82,130.5,70.9,26.90265559753105,2.11,2.99,2.0,24.58,1.99,268.67,107.18,72.13,2623.0,4.33,1261.95,106.89,351.31,Beginner,67.62966304116428
54.02,Female,78.18,1.6,198.2,145.15,73.17,30.69124698382438,2.4,4.01,2.03,30.54,4.0,177.51,70.16,46.54,2333.0,47.23,707.88,94.38,343.66,Beginner,54.1855831080461
42.75,Female,65.64,1.85,170.37,121.04,57.83,20.312555478464944,3.19,2.01,1.0,19.18,2.98,292.64,117.34,78.13,1808.0,18.37,2207.51,106.39,368.81,Advanced,52.30683858393561
42.63,Male,61.7,1.58,164.28,149.26,49.92,24.09655559952455,2.67,5.01,2.99,24.72,4.02,339.86,136.75,91.37,1763.0,31.17,416.24,178.23,367.81,Intermediate,46.83242519509336
30.99,Female,62.54,1.64,184.33,125.89,50.92,23.94200054358914,2.69,3.97,3.0,23.25,4.02,267.07,105.66,70.49,1795.0,15.58,2405.23,232.2,366.02,Beginner,47.56667286003936
49.94,Male,94.66,1.61,173.3,133.3,50.19,35.0,3.58,4.02,1.98,36.52,2.99,220.9,88.87,59.13,2364.0,4.84,1276.07,114.75,341.67,Advanced,61.529
21.03,Female,62.59,1.81,164.18,149.86,61.93,19.77319321958854,3.51,3.99,2.0,19.11,2.99,243.41,97.31,65.02,1667.0,49.09,2360.93,123.68,218.52,Intermediate,50.21395836385954
45.36,Male,52.96,1.88,194.11,152.72,71.33,19.256870261956816,2.91,3.99,1.99,14.98,2.98,334.16,133.61,88.96,1584.0,24.03,1933.86,117.89,331.35,Beginner,42.76156150926767
32.35,Female,84.0,1.74,195.26,126.97,62.99,26.77418236394333,2.11,3.02,1.0,27.74,2.99,184.98,73.44,49.16,2319.0,38.85,884.79,28.95,362.87,Advanced,61.5096868142876
42.34,Male,42.58,1.74,160.93,130.19,71.19,16.88386473495482,1.59,3.0,1.0,14.06,2.0,332.12,132.06,88.01,1183.0,10.73,839.59,174.15,342.9,Intermediate,35.39085039585623
48.78,Female,83.72,1.95,183.09,158.8,72.88,21.90742019630362,3.5,5.0,2.98,22.02,2.99,269.76,107.38,71.87,2364.0,41.67,1229.79,187.45,369.79,Beginner,65.3791078116546
33.75,Male,64.84,1.62,173.77,144.89,61.98,27.11908234738876,2.71,4.99,3.01,24.71,2.99,208.62,83.46,55.58,1919.0,21.47,1417.78,205.05,364.98,Beginner,47.25598700595313
36.15,Male,56.3,1.95,182.99,127.52,63.86,18.206413577001285,3.39,4.0,2.0,14.81,3.0,284.61,114.79,76.3,1392.0,47.7,793.33,1.67,344.27,Intermediate,46.04978915614828
48.13,Male,71.5,1.64,179.11,154.27,59.92,27.325321249082503,1.91,4.01,1.97,26.58,2.99,174.93,69.85,46.75,2026.0,11.5,1851.86,87.42,343.62,Advanced,51.96239530690601
40.69,Female,66.96,1.74,164.16,148.59,57.18,24.24213105306108,2.31,2.99,1.0,22.12,2.99,188.25,75.6,50.19,1794.0,20.23,2403.68,158.31,368.03,Advanced,50.7274690468703
19.98,Female,74.56,1.58,172.21,165.83,62.16,28.203794478948137,2.39,2.99,1.98,29.87,4.03,254.52,102.18,68.71,1907.0,23.19,1508.08,141.93,358.03,Beginner,53.53125083649627
32.27,Male,68.45,1.66,166.82,121.6,54.22,25.877200574889105,2.29,4.01,2.02,24.84,1.98,247.69,100.19,66.35,1878.0,37.1,2407.44,207.42,275.28,Advanced,50.73705620648841
45.2,Female,50.63,1.79,181.96,130.36,58.96,19.59850293974646,2.5,2.0,1.01,15.8,3.01,196.15,79.08,52.75,1472.0,39.56,522.85,81.03,342.24,Intermediate,40.70727796160637
57.28,Male,50.4,1.63,182.71,134.36,73.0,18.653687595313283,2.01,3.97,2.0,18.97,4.01,245.62,98.33,65.42,1566.0,27.34,1860.98,193.81,340.6,Intermediate,40.998541451962105
21.12,Male,73.49,1.93,187.19,141.8,55.81,23.438684469769345,2.52,2.97,2.03,19.73,3.0,317.08,126.05,83.68,1852.0,10.21,649.07,93.7,351.85,Advanced,56.264910783166506
27.45,Female,86.3,1.78,164.14,134.11,67.82,24.22368786788357,3.71,3.98,2.0,27.24,3.0,216.72,87.5,58.39,2339.0,16.79,1124.14,183.65,343.21,Intermediate,65.39495737001647
31.03,Male,70.63,1.98,199.07,129.32,61.06,19.98763119230673,2.46,2.02,1.01,18.02,3.97,242.46,97.14,64.71,1948.0,24.81,2090.67,254.61,353.58,Beginner,56.51273608887375
30.62,Male,70.14,1.98,198.85,129.14,60.92,19.396874641825804,2.52,1.98,1.0,17.89,3.99,243.51,96.88,64.62,1642.0,25.28,2069.03,257.48,356.33,Intermediate,56.535032126223385
18.27,Male,61.37,1.79,190.85,125.28,69.07,22.049929663835023,2.12,1.99,1.0,19.15,2.0,200.16,80.47,53.17,1516.0,16.41,1254.37,265.29,329.86,Intermediate,47.83795816530444
49.84,Female,71.66,1.68,186.98,161.01,69.76,25.887005920033584,2.51,1.97,1.0,25.39,3.0,299.08,119.59,79.55,1835.0,20.52,922.94,1.58,260.78,Advanced,53.10937155770392
52.9,Male,60.63,1.63,170.06,124.14,74.1,23.17485066611048,3.4,2.98,1.0,22.82,3.01,227.91,92.36,61.25,1592.0,2.72,2389.16,89.1,362.87,Intermediate,46.57908804113722
56.05,Female,129.31,1.95,160.2,128.58,65.81,34.838183357519114,3.5,2.01,1.0,34.01,3.98,296.96,117.7,79.02,3352.0,6.98,1922.71,51.07,376.04,Advanced,84.26074510039203
54.15,Male,116.7,1.62,172.35,143.09,55.84,35.0,2.3,3.99,2.0,44.47,3.0,251.92,100.65,66.34,3270.0,31.05,1267.28,38.95,355.81,Beginner,75.855
42.8,Male,40.8,1.74,187.17,142.26,51.1,16.223432832214407,2.21,3.02,2.0,13.48,1.99,223.36,89.21,59.85,1256.0,4.12,699.49,17.01,331.37,Beginner,34.18083940445652
47.09,Male,68.37,1.76,161.25,136.67,65.99,22.277348170800508,2.4,2.98,2.02,22.07,2.98,324.34,130.79,87.16,1769.0,43.61,1195.41,186.39,332.6,Beginner,53.1389770556237
42.91,Male,82.92,1.85,186.96,141.85,50.29,24.99798116244934,3.09,4.0,2.01,24.23,2.98,156.14,62.35,41.46,2161.0,7.47,1442.89,127.41,369.91,Beginner,62.19167402009701
40.52,Female,44.07,1.77,181.9,164.87,58.2,19.09068197003417,1.57,2.98,1.01,14.07,2.01,279.18,110.49,73.94,1370.0,47.08,328.05,290.71,163.39,Advanced,35.65673645580595
39.18,Male,93.98,1.7,191.13,154.82,50.13,31.89924928600703,2.49,3.98,1.99,32.52,3.01,203.39,81.69,54.07,2429.0,9.93,110.99,6.51,350.75,Advanced,64.0010855210106
25.27,Male,57.74,1.58,187.84,145.14,52.06,27.058718383611808,2.22,2.98,1.98,23.13,3.01,221.85,88.85,58.88,1525.0,6.35,319.43,217.9,366.58,Intermediate,42.116296005302544
22.69,Female,87.44,1.91,163.85,128.96,57.82,28.335834873849223,3.48,4.96,2.99,23.97,2.0,202.2,81.76,53.92,2589.0,43.63,699.59,135.52,346.7,Intermediate,62.66314598630623
27.64,Female,86.68,1.78,164.0,133.79,68.03,27.936099011693592,3.68,4.0,2.01,27.36,3.02,218.47,87.14,58.53,2295.0,16.16,1127.59,185.15,343.54,Advanced,62.464989376664
33.78,Female,66.93,1.69,191.13,156.84,52.12,22.778174569007163,2.32,3.02,1.0,23.43,3.0,167.09,67.05,44.56,1697.0,3.87,1814.89,13.17,363.8,Intermediate,51.68456776096351
44.84,Female,65.7,1.68,195.45,128.78,66.27,25.247713678908585,2.6,2.99,1.0,23.28,2.0,270.28,108.52,72.02,1910.0,40.41,1401.74,120.81,335.94,Intermediate,49.11225211295706
56.94,Male,74.96,1.63,160.85,131.15,60.06,28.01839162036043,2.28,2.99,1.0,28.21,3.02,182.3,72.51,49.02,2102.0,28.26,1102.53,177.6,335.48,Advanced,53.95741364137782
35.8,Female,83.99,1.94,168.04,122.65,50.07,26.63893220082645,3.49,4.99,3.0,22.32,3.0,245.51,98.05,65.55,2355.0,33.36,70.95,133.92,367.46,Beginner,61.615960844525866
53.86,Male,116.72,2.0,184.25,122.87,64.85,33.816229811881854,3.1,2.99,1.0,29.18,3.0,306.92,122.98,82.27,3121.0,1.94,2370.7,112.38,363.12,Advanced,77.24969656357149
51.16,Male,59.44,1.65,198.04,153.23,53.09,22.411902517152694,2.28,2.99,2.02,21.83,3.0,223.45,88.83,59.21,1674.0,12.04,861.54,135.85,338.85,Intermediate,46.11836514380444
52.16,Female,60.56,1.68,181.81,124.71,64.23,26.142113438508524,2.7,3.99,2.98,21.46,1.99,343.02,137.66,92.47,1699.0,48.95,2313.56,53.61,368.2,Beginner,44.72833610163924
43.64,Female,71.7,1.66,175.78,151.84,55.03,25.400605913794063,2.5,1.97,1.02,26.02,2.99,366.44,147.58,97.6,2087.0,40.13,782.53,88.54,366.38,Advanced,53.48776555980966
40.27,Female,57.68,1.68,183.91,155.7,53.05,20.24643097632166,2.4,4.03,2.0,20.44,2.0,225.1,90.83,59.9,1859.0,7.5,1506.23,288.91,349.93,Beginner,46.00185861285767
21.69,Male,102.5,1.84,163.34,152.74,65.11,32.01849865910073,2.72,3.0,2.02,30.28,3.0,229.03,91.03,60.81,2890.0,13.55,379.66,269.96,343.37,Advanced,69.68103887442174
32.85,Female,81.51,2.0,184.39,137.28,50.87,25.60827289288397,3.52,3.98,3.02,20.38,2.0,192.18,76.75,51.52,2372.0,24.58,1199.94,37.24,338.17,Advanced,60.636696765010285
57.47,Female,126.55,1.63,161.17,133.46,72.9,35.0,2.09,1.99,1.0,47.63,2.98,297.43,118.56,79.41,3394.0,3.42,755.34,109.03,369.93,Beginner,82.25750000000001
44.95,Male,51.03,1.87,177.26,158.02,57.09,19.83420032364872,3.38,4.01,2.01,14.59,3.01,209.57,84.0,56.14,1638.0,1.33,827.76,163.47,353.61,Advanced,40.90860757484206
18.69,Male,57.18,1.87,178.14,137.28,69.92,22.03101994971124,3.71,3.01,1.01,16.35,2.99,278.63,111.78,73.87,1543.0,41.19,1855.47,167.94,333.38,Beginner,44.58266279275512
50.13,Female,42.96,1.53,167.85,155.21,65.03,19.389147858612585,2.39,4.03,1.99,18.35,2.0,310.59,124.05,82.71,1412.0,28.09,1417.82,161.89,333.89,Beginner,34.63042207994003
55.24,Female,86.06,1.77,176.17,157.05,60.8,29.521097604874896,2.8,2.99,1.99,27.47,2.99,255.91,101.63,67.95,2390.0,8.76,1736.5,56.73,337.5,Intermediate,60.65414340124467
50.27,Female,56.55,1.59,184.79,162.9,73.92,25.430888857374548,2.59,2.97,1.0,22.37,2.03,298.92,119.51,79.81,1540.0,17.93,2209.49,146.25,349.67,Advanced,42.16883235115469
26.12,Female,111.54,1.9,191.06,167.03,57.21,31.753308055233536,2.19,2.04,1.0,30.9,2.02,180.54,70.78,47.86,2943.0,45.98,1232.8,14.12,360.51,Intermediate,76.12236019519253
31.12,Female,87.4,1.69,185.59,130.63,65.08,30.39743213048528,3.51,3.98,2.98,30.6,2.99,290.82,116.98,77.67,2447.0,30.32,1941.87,60.91,343.23,Intermediate,60.83264431795587
22.35,Male,87.92,1.62,174.29,161.83,68.92,32.420474196035165,3.53,5.01,3.0,33.5,4.01,398.86,159.08,106.59,2393.0,25.6,226.25,273.72,350.55,Advanced,59.41591908684588
52.78,Female,124.85,1.91,171.09,136.6,70.06,35.0,3.12,2.01,1.02,34.22,2.0,175.84,70.41,46.9,3156.0,49.47,2247.83,228.25,378.86,Advanced,81.1525
30.84,Female,86.69,1.76,171.81,150.78,66.11,26.19092921870757,3.31,3.01,2.02,27.99,2.01,281.23,111.88,75.34,2317.0,19.65,1451.83,227.74,360.46,Intermediate,63.985083460302405
32.9,Male,74.22,1.76,192.14,145.37,65.85,25.66076326898824,1.49,3.97,2.0,23.96,3.99,179.71,72.42,48.06,2148.0,39.76,818.84,11.02,370.77,Advanced,55.174581501756926
57.31,Female,64.28,1.56,177.15,143.51,72.98,25.238984755031684,2.7,5.02,3.02,26.41,2.01,371.02,148.02,98.47,1910.0,20.42,597.93,247.77,361.87,Beginner,48.05638059946564
39.22,Female,102.19,1.94,192.14,134.01,49.93,28.229164442225777,2.41,2.99,1.0,27.15,3.01,281.9,112.63,75.16,2659.0,9.67,456.65,5.03,368.44,Advanced,73.34261685648947
22.28,Female,57.8,1.72,172.98,127.91,62.91,19.773403189232194,1.62,3.03,2.01,19.54,4.01,165.22,66.46,44.1,1663.0,7.98,1129.98,97.56,333.31,Beginner,46.37097295662379
27.45,Female,61.28,1.8,168.78,143.92,71.77,20.51839096998946,3.11,2.02,1.01,18.91,3.0,267.96,107.27,71.43,1545.0,34.45,1549.59,182.42,367.94,Advanced,48.70633001359046
58.5,Female,89.38,1.72,188.13,151.85,67.04,31.78629407237301,3.19,3.0,1.02,30.21,3.0,247.71,98.66,65.63,2425.0,46.81,1241.34,141.24,357.41,Intermediate,60.969410358113
42.19,Female,88.21,1.93,188.16,158.37,64.8,23.20551724748881,3.51,4.01,2.99,23.68,2.98,225.86,90.3,60.46,2326.0,5.94,857.43,272.47,341.37,Beginner,67.74041323599012
34.07,Male,72.12,1.64,169.78,134.31,67.01,28.59209969520576,2.09,4.0,2.02,26.81,3.99,245.52,97.39,65.18,2011.0,46.22,428.36,242.38,355.22,Beginner,51.499377699817614
45.01,Male,81.73,1.61,164.38,141.29,54.87,32.54231701136936,2.19,3.99,1.99,31.53,3.02,305.44,122.39,81.91,2338.0,31.7,2159.31,139.67,361.37,Beginner,55.133164306607824
51.25,Female,56.72,1.5,181.7,142.11,66.05,26.33145142715004,2.39,3.01,1.0,25.21,3.01,255.27,103.0,68.98,1581.0,23.21,1564.58,267.61,338.16,Beginner,41.7848007505205
31.19,Male,77.63,1.71,190.05,136.99,52.12,31.31678970262693,1.8,3.98,1.99,26.55,2.01,221.76,87.64,59.47,2166.0,15.54,306.42,232.9,351.68,Advanced,53.31877615385071
38.0,Female,44.84,1.79,188.26,157.98,67.67,18.258090343827423,2.8,2.98,1.01,13.99,2.98,324.72,129.52,86.82,1315.0,18.07,1474.39,42.91,240.3,Advanced,36.65307228982778
42.31,Female,49.41,1.64,176.77,149.95,61.94,20.07415752009895,2.41,3.02,1.02,18.37,2.99,207.47,83.25,55.35,1486.0,33.67,2193.71,59.15,364.84,Advanced,39.49135876931911
32.76,Male,46.23,1.5,189.25,144.25,61.98,24.710564436897872,1.7,3.03,1.0,20.55,2.99,281.5,114.1,75.26,1102.0,34.59,1465.45,77.13,337.88,Advanced,34.80630606082211
49.47,Female,44.92,1.74,164.33,155.84,73.11,16.527658119761213,2.08,3.01,2.0,14.84,4.01,222.67,88.74,59.23,1327.0,8.25,129.32,221.36,331.79,Intermediate,37.49577597260326
18.0,Female,64.89,1.82,186.63,149.25,52.01,20.058043181948936,2.41,3.01,2.0,19.59,3.99,208.72,83.24,55.22,1782.0,23.53,678.63,39.4,341.31,Advanced,51.87433577923333
35.35,Male,62.39,1.63,183.95,160.21,63.03,23.388069199746404,3.72,3.98,2.02,23.48,2.01,247.77,99.27,65.76,1729.0,23.17,584.17,197.18,344.95,Intermediate,47.79818362627822
55.93,Female,89.79,1.61,163.33,168.12,50.8,32.57690005928295,2.28,3.0,1.97,34.64,2.99,269.63,107.87,72.03,2246.0,17.65,403.64,66.77,342.12,Intermediate,60.53920143676984
29.34,Female,121.52,1.87,188.24,129.72,51.87,31.63574506469439,3.21,4.04,2.0,34.75,3.01,249.61,99.7,66.78,3326.0,45.34,365.75,42.55,362.13,Intermediate,83.07624259738337
20.01,Male,65.2,1.52,184.39,127.09,50.07,28.865190748676792,2.22,4.0,1.99,28.22,2.96,198.94,79.57,52.45,1719.0,18.69,2396.84,169.04,219.97,Intermediate,46.37989563186273
56.79,Female,61.76,1.52,167.83,143.41,51.17,26.486893248535207,2.6,3.01,1.0,26.73,2.99,338.43,134.66,89.62,1635.0,23.54,408.34,166.24,365.99,Beginner,45.40169472970465
43.12,Female,73.19,1.8,161.92,166.32,50.2,25.62945017397662,2.1,2.99,1.0,22.59,3.01,307.41,121.98,81.7,1808.0,24.19,1995.24,66.87,361.17,Intermediate,54.43180541766651
36.86,Female,76.33,1.77,180.14,127.81,56.99,26.978209252516866,2.11,4.0,2.0,24.36,2.98,234.28,93.58,62.18,2237.0,27.96,432.62,275.16,355.09,Advanced,55.73753287755388
56.94,Male,64.58,1.56,177.08,143.57,72.7,27.30694139125411,2.69,4.98,2.97,26.54,1.98,370.22,148.51,99.08,1885.0,21.0,570.65,248.82,363.74,Beginner,46.94517724952809
58.85,Female,61.05,1.76,193.82,119.92,53.23,19.607248260161715,2.69,5.02,2.98,19.71,2.96,203.37,81.69,54.47,1609.0,34.99,2113.09,130.41,336.64,Intermediate,49.07977493717127
54.14,Male,77.82,1.66,195.03,130.96,54.89,24.17219108939081,2.61,3.03,2.02,28.24,1.99,238.72,94.98,63.49,2175.0,45.05,1830.29,210.56,333.98,Beginner,59.00920089423606
48.51,Male,73.94,1.61,172.23,120.76,62.83,32.89643118806956,3.58,3.97,2.0,28.53,1.98,212.54,85.05,56.82,2127.0,19.39,1906.9,119.66,349.5,Intermediate,49.61637877954136
47.27,Male,73.47,1.8,173.03,139.95,49.92,24.0745577083064,3.71,2.96,1.0,22.68,3.01,177.52,70.3,47.01,2002.0,38.35,512.27,213.77,339.33,Beginner,55.78242245170729
58.83,Female,75.75,1.77,166.85,127.74,52.9,24.712848582512464,1.81,3.01,1.01,24.18,3.02,300.18,121.14,80.52,2078.0,10.69,1947.49,266.13,357.17,Beginner,57.03001719874681
20.69,Male,87.44,1.86,162.8,129.29,57.94,23.44710191190009,2.61,3.02,2.02,25.27,3.0,198.75,78.89,53.9,2552.0,32.53,326.12,120.89,354.55,Advanced,66.93785408823456
39.01,Male,50.19,1.62,167.37,128.16,50.18,22.289985443779667,2.5,1.97,1.03,19.12,3.0,193.45,76.38,51.03,1426.0,49.67,779.52,292.23,326.21,Intermediate,39.00265630576698
52.0,Female,47.93,1.54,197.84,146.04,62.95,22.599337277631225,1.91,2.97,2.0,20.21,3.02,210.7,83.97,56.2,1524.0,21.58,2369.87,45.06,362.04,Intermediate,37.09813764283136
53.88,Male,86.05,1.95,194.68,140.4,64.16,22.719217063180647,3.42,1.99,1.0,22.63,2.01,267.87,108.07,71.72,2402.0,18.57,2371.51,279.47,359.16,Beginner,66.50011371713305
18.0,Female,88.46,1.93,160.73,139.29,72.0,30.296969645257416,3.5,4.02,2.99,23.75,3.0,206.56,82.73,55.48,2513.0,16.07,1970.58,220.96,342.23,Beginner,61.65930065180529
49.2,Female,79.72,1.72,194.06,128.12,69.27,28.4411041893344,3.31,2.97,1.03,26.95,3.01,241.09,97.75,64.65,2203.0,45.92,2009.62,291.14,366.94,Advanced,57.04675174026261
21.99,Female,77.79,1.7,176.37,138.28,66.01,25.28283664882224,2.11,4.02,2.03,26.92,2.0,193.2,77.08,51.31,2347.0,40.5,1474.16,0.82,334.3,Intermediate,58.12248137088119
39.43,Female,56.19,1.61,184.38,157.83,63.43,23.519539196385004,2.7,4.02,2.98,21.68,2.02,273.56,109.1,73.29,1293.0,32.29,1812.4,48.34,333.03,Intermediate,42.97437092555126
32.0,Male,77.61,1.92,173.77,136.51,49.82,22.599008662462587,3.29,3.0,2.02,21.05,3.02,157.75,63.77,42.02,2081.0,4.0,348.42,242.2,343.53,Advanced,60.07090937706279
51.91,Female,104.96,1.62,188.69,141.71,60.98,35.0,3.2,3.01,1.01,39.99,3.0,267.68,107.3,71.18,2880.0,45.31,1130.87,183.46,348.23,Advanced,68.224
47.94,Male,69.29,1.74,159.85,166.91,57.94,21.25787634521335,2.3,3.01,1.99,22.89,2.99,305.74,122.73,82.09,1976.0,48.74,1474.29,209.59,361.82,Beginner,54.56041748040168
54.25,Male,57.88,1.59,186.11,165.69,73.03,27.9354071535238,1.9,1.99,1.0,22.89,3.01,202.48,80.2,53.22,1596.0,36.34,951.54,254.46,353.92,Intermediate,41.710986339540426
45.75,Female,62.81,1.54,197.3,125.11,72.98,24.56282691438989,2.7,4.02,2.98,26.48,2.01,234.87,93.25,62.46,1857.0,46.06,240.75,79.11,337.88,Intermediate,47.38208841507171
28.18,Female,114.33,1.87,183.94,166.07,55.0,32.29995757250048,3.2,3.04,1.97,32.69,2.99,229.44,91.86,61.2,3097.0,12.65,371.75,217.94,369.79,Intermediate,77.4014585073602
50.85,Male,58.95,1.65,198.26,152.95,52.81,24.95467568241416,2.3,3.01,2.02,21.65,3.0,224.34,88.8,58.63,1605.0,11.76,877.76,134.21,338.39,Advanced,44.239218685216855
46.98,Male,43.35,1.62,178.76,132.08,64.11,18.16478002726576,2.3,3.03,1.0,16.52,3.98,346.17,139.49,92.61,1237.0,48.79,620.72,95.26,329.21,Advanced,35.47556785818029
37.0,Male,72.98,1.69,174.44,130.83,66.45,28.53213083305453,1.61,2.0,1.01,25.55,2.02,322.57,128.56,85.88,1980.0,29.66,797.83,27.97,359.16,Beginner,52.1572509180368
53.23,Male,67.37,1.97,194.42,139.23,68.81,17.736223725031408,2.1,3.0,2.01,17.36,2.98,238.53,95.54,63.03,1720.0,47.89,1145.36,112.22,369.59,Advanced,55.42110607644634
53.83,Male,47.32,1.6,170.78,155.14,54.92,22.89075883863748,2.3,3.98,2.0,18.48,4.0,242.06,96.62,64.55,1308.0,23.96,978.75,276.05,336.44,Beginner,36.48809291755674
46.19,Female,84.3,2.0,188.98,161.8,65.83,25.75566982941437,3.48,4.99,3.03,21.08,3.99,246.18,98.09,65.17,2149.0,26.34,2351.45,243.84,364.44,Advanced,62.58797033380368
49.78,Female,57.05,1.91,183.75,130.73,68.07,16.81596131491967,2.69,4.01,2.01,15.64,2.0,178.35,71.02,47.15,1930.0,8.06,1244.13,141.68,360.85,Beginner,47.45649406983833
57.75,Male,50.53,1.67,190.7,125.47,72.24,21.265120135209745,2.29,3.99,2.01,18.12,3.01,159.24,62.88,42.21,1382.0,35.39,1282.01,88.55,357.15,Intermediate,39.78473479567852
18.96,Male,48.69,1.68,192.91,163.71,58.06,19.76695282339272,2.59,3.97,2.0,17.25,3.02,323.56,128.84,85.76,1256.0,30.34,1249.03,5.84,336.06,Intermediate,39.06547067029008
20.04,Male,128.64,1.92,166.87,145.01,57.0,33.21089391862347,1.98,2.0,1.0,34.9,3.02,202.11,81.58,54.55,3266.0,4.13,1221.41,6.47,344.33,Intermediate,85.91750606308277
48.93,Male,41.93,1.52,170.9,129.91,69.82,19.951207794256344,2.19,3.02,1.0,18.15,3.02,240.84,96.35,63.09,1034.0,44.15,473.72,144.49,341.71,Intermediate,33.564458571868315
31.35,Male,49.05,1.65,163.25,165.84,60.01,21.06668728018474,2.48,1.97,1.0,18.02,4.0,245.04,97.49,64.96,1317.0,1.57,1960.09,297.5,333.76,Advanced,38.71678988906938
26.96,Male,106.29,1.86,181.95,123.34,49.76,29.55595217054818,3.11,2.0,1.0,30.72,2.01,221.11,87.88,58.64,2809.0,2.59,1611.86,213.96,342.16,Beginner,74.87497843792434
57.56,Male,75.8,1.67,185.78,153.17,64.92,24.91267894042296,1.82,2.99,2.01,27.18,2.99,274.94,109.29,72.82,1991.0,14.01,833.49,25.9,362.79,Advanced,56.9161893631594
54.18,Male,43.82,1.65,170.97,129.25,60.91,20.27245284921712,1.72,4.0,1.99,16.1,4.01,421.27,168.89,112.04,1322.0,32.7,1551.01,15.55,328.83,Intermediate,34.93661116147305
35.39,Female,64.26,1.74,198.19,143.75,71.17,22.83430458554009,2.7,3.97,2.0,21.22,1.98,237.2,96.24,63.53,1781.0,41.96,578.55,12.61,343.03,Beginner,49.58667587333194
52.14,Male,84.6,1.85,189.36,152.01,49.93,24.53777634049699,3.21,1.97,1.01,24.72,1.98,273.29,110.18,73.06,2244.0,3.39,766.37,7.26,337.27,Intermediate,63.84104121593955
54.4,Male,64.32,1.53,171.15,120.22,57.9,29.51918394779665,2.7,4.01,3.01,27.48,2.98,222.95,88.63,58.74,1965.0,28.28,1905.49,194.22,364.96,Advanced,45.33326088477719
25.21,Male,50.36,1.98,164.61,122.16,68.05,15.463193245923836,2.1,3.01,2.01,12.85,3.99,406.89,163.42,108.71,1539.0,41.9,2034.63,222.96,339.0,Beginner,42.57273588135276
18.0,Female,55.03,1.68,176.09,158.34,71.04,21.51278658525106,2.2,4.01,2.0,19.5,4.0,256.52,101.89,67.89,1557.0,18.75,1401.16,126.88,340.6,Intermediate,43.19151354213634
35.19,Male,96.85,1.71,188.22,145.07,71.96,26.20281565315896,2.9,2.97,1.99,33.12,2.02,263.4,105.44,70.49,2620.0,1.35,2459.26,224.66,280.5,Intermediate,71.47257303991555
53.22,Male,51.33,1.74,178.83,126.92,60.81,21.064255063415512,3.72,3.01,1.99,16.95,4.0,308.32,122.67,82.13,1382.0,6.64,1788.15,114.93,358.75,Advanced,40.51771787594881
30.97,Female,62.62,1.62,167.93,168.96,73.98,24.217607621378267,2.7,4.03,3.0,23.86,2.0,387.02,156.01,103.94,1792.0,0.27,1332.37,201.23,342.21,Beginner,47.454934107492925
46.62,Female,39.32,1.76,173.23,132.2,63.05,19.88628590431562,2.22,3.01,1.0,12.69,3.99,250.87,100.42,66.56,1091.0,11.41,2257.53,70.71,334.16,Advanced,31.500712382423096
23.19,Female,116.48,1.79,177.93,126.85,69.07,32.74508081104114,3.39,4.0,2.03,36.35,2.0,293.33,117.71,78.15,3274.0,0.52,1427.51,173.72,347.43,Advanced,78.33852987129927
33.08,Male,59.25,1.67,174.77,123.9,54.91,21.248563174711943,1.9,2.99,1.0,21.24,2.0,244.57,97.62,65.73,1675.0,43.2,2118.84,212.99,360.9,Beginner,46.66022631898317
49.58,Female,80.79,1.77,175.44,129.23,58.87,28.66609129266853,3.49,4.0,3.03,25.79,2.97,211.46,84.93,56.39,2074.0,46.69,1730.28,251.29,355.73,Beginner,57.630664844653104
34.61,Female,127.23,1.62,187.02,128.37,68.9,35.0,3.4,4.02,2.02,48.48,3.99,297.97,119.29,79.51,3394.0,17.45,2294.39,65.03,361.73,Intermediate,82.6995
20.24,Male,128.34,1.84,164.0,131.45,58.05,35.0,2.29,3.0,1.0,37.91,3.0,181.93,71.71,48.31,3431.0,21.38,2131.21,209.87,345.76,Intermediate,83.421
49.29,Male,68.12,1.52,177.31,150.1,59.87,31.06037404124337,1.8,4.0,2.01,29.48,3.02,188.46,75.36,49.84,1692.0,0.99,2091.21,205.41,348.75,Beginner,46.961673203105015
33.96,Female,75.59,1.93,180.87,141.05,72.12,24.20461603147781,2.39,4.02,1.99,20.29,3.01,403.24,160.13,107.52,2391.0,37.32,2290.45,182.76,347.75,Advanced,57.29373074180592
20.85,Female,88.3,1.6,198.11,121.25,67.22,33.386945673897785,3.49,3.99,3.0,34.49,3.0,297.24,119.1,80.42,2446.0,11.95,2162.08,204.41,333.79,Intermediate,58.81932696994826
41.19,Male,63.09,1.59,161.5,153.16,55.05,25.118523093824965,2.69,4.97,3.0,24.96,2.0,197.04,78.56,51.9,1681.0,39.24,2033.59,175.92,333.02,Beginner,47.24272378010584
