,Age,Gender,Weight_kg,Height_m,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Burns_Calories_per_30_min,Difficulty_Level,Workout,lean_mass_kg
12754,55.27,Female,129.77,1.73,35.0,3.09,3.01,1.01,43.36,361.14,Intermediate,Leg raises,84.35050000000001
12755,56.69,Female,68.88,1.56,27.226386494977483,1.6,3.98,2.01,28.3,336.14,Beginner,Barbell curls,50.12646498225951
12756,45.95,Female,60.07,1.68,24.33504637453722,2.51,3.99,1.98,21.28,350.55,Beginner,Dumbbell rows,45.45193764281549
12757,19.77,Male,92.06,1.94,23.343250683210584,2.09,2.99,2.0,24.46,351.08,Intermediate,Fat grip dumbbell curl,70.57020342103634
12758,51.77,Female,82.05,1.72,31.8145253769856,2.69,3.99,2.0,27.73,342.15,Intermediate,Incline cable crossovers,55.94618192818332
12759,43.0,Male,82.33,1.95,22.69302869942051,3.5,5.0,3.0,21.65,338.8,Beginner,Chest flyes,63.64682947176709
12760,54.2,Female,71.0,1.57,30.517984914091315,2.08,2.99,1.01,28.8,351.29,Advanced,Crunches,49.33223071099516
12761,22.38,Male,45.91,1.77,17.877092481666967,2.43,3.0,1.03,14.65,347.31,Advanced,Dumbbell front raises,37.70262684166669
12762,26.05,Male,70.53,1.66,25.805969160667573,1.71,3.01,1.01,25.6,335.08,Advanced,Fat grip dumbbell curl,52.32904995098116
12763,35.57,Male,101.05,1.63,35.0,3.1,2.0,1.0,38.03,362.93,Advanced,Triceps dips,65.6825
12764,58.15,Male,75.66,1.78,22.94096194851932,2.51,4.02,2.01,23.88,350.34,Intermediate,Barbell curls,58.30286818975028
12765,44.63,Male,113.45,1.71,35.0,2.28,2.03,1.0,38.8,372.4,Advanced,Wrist curl,73.7425
12766,26.1,Male,112.05,1.9,29.551258555197226,2.22,1.97,1.0,31.04,360.86,Beginner,Hyperextensions,78.9378147889015
12767,31.05,Male,49.29,1.51,26.66068131880639,2.0,2.02,1.0,21.62,164.97,Advanced,Incline cable crossovers,36.14895017796033
12768,31.34,Female,75.33,1.93,22.609491875899124,3.39,1.99,1.01,20.22,367.6,Beginner,Skull crushers,58.29826976988519
12769,58.93,Female,60.05,1.76,23.3152166062726,2.71,4.99,3.02,19.39,337.02,Beginner,Incline cable crossovers,46.0492124279333
12770,54.76,Female,91.96,1.79,32.106597120567145,3.4,2.96,1.03,28.7,372.17,Advanced,Wrist curl,62.43477328792645
12771,36.87,Male,73.59,1.74,26.5676650426444,2.41,3.0,1.97,24.31,332.57,Beginner,Wrist curl,54.03885529511798
12772,30.68,Male,62.97,1.8,23.763243438748667,2.59,1.99,1.01,19.44,342.77,Beginner,Decline dumbbell flyes,48.00628560661996
12773,36.86,Male,70.51,1.77,21.730673913012648,1.7,1.97,1.0,22.51,350.85,Intermediate,Incline dumbbell press,55.18770182393479
12774,22.01,Male,102.5,1.85,28.259672744587785,2.38,3.99,1.98,29.95,365.99,Intermediate,Barbell curls,73.53383543679752
12775,55.96,Female,125.59,1.86,34.176344341729454,2.2,3.02,2.0,36.3,366.45,Advanced,Leg raises,82.66792914122199
12776,57.93,Female,43.62,1.57,21.75694320258137,2.32,3.0,1.01,17.7,345.85,Intermediate,Triceps pushdowns,34.129621375034006
12777,48.85,Female,105.6,1.64,35.0,3.11,3.0,2.01,39.26,364.64,Beginner,Hanging leg raises,68.64
12778,24.12,Female,63.01,1.79,24.19339332580384,2.29,3.99,2.0,19.67,357.49,Beginner,Leg curls,47.765742865411
12779,26.22,Male,48.4,1.77,19.01883975577292,2.7,2.98,2.0,15.45,356.7,Intermediate,Face pulls,39.19488155820591
12780,38.09,Female,90.96,1.77,27.31436080146914,3.38,2.03,1.02,29.03,356.15,Advanced,Skull crushers,66.11485741498366
12781,49.12,Female,79.68,1.72,25.351828487775567,3.3,2.99,1.0,26.93,368.95,Beginner,Wrist curl,59.479663060940425
12782,41.91,Male,72.96,1.63,30.69804326357793,3.18,3.0,1.0,27.46,361.94,Intermediate,Bicycle crunches,50.56270763489354
12783,37.88,Female,44.94,1.68,21.575904793315534,2.4,2.99,2.03,15.92,337.04,Beginner,Bent-over lateral raises,35.243788385883995
12784,55.89,Female,55.24,1.53,27.76671819716961,2.7,5.01,3.0,23.6,327.97,Advanced,Hanging leg raises,39.90166486788351
12785,25.19,Female,120.18,1.83,34.48645610864636,2.5,2.97,1.98,35.89,345.18,Intermediate,Decline cable crossovers,78.73417704862881
12786,38.44,Female,81.15,1.71,27.055688775625395,3.49,4.97,3.0,27.75,140.87,Intermediate,Leg extensions,59.19430855858
12787,28.89,Female,105.68,1.81,31.96787669283093,2.48,4.02,1.99,32.26,376.78,Intermediate,Romanian deadlifts,71.89634791101628
12788,21.19,Female,60.55,1.7,23.26223972571927,2.7,4.98,3.02,20.95,368.38,Beginner,Russian twists,46.46471384607698
12789,58.08,Male,65.64,1.63,24.58480699026901,2.0,3.02,2.0,24.71,331.29,Beginner,Wrist extension,49.50253269158742
12790,23.08,Female,57.01,1.55,25.21123386496662,1.9,4.02,2.0,23.73,358.06,Beginner,Dumbbell curls,42.63707557358253
12791,55.74,Female,55.79,1.92,19.19531779482794,3.19,3.04,1.03,15.13,332.25,Intermediate,Bird dog,45.08093220226549
12792,33.79,Female,68.94,1.5,29.790040863717863,2.09,4.01,2.0,30.64,343.44,Intermediate,Hammer curls,48.40274582855291
12793,22.22,Female,107.49,1.74,35.0,2.22,2.01,1.0,35.5,369.76,Advanced,Dumbbell curls,69.8685
12794,21.4,Male,62.81,1.54,27.48104711804177,2.38,4.01,2.02,26.48,367.6,Advanced,Dumbbell front raises,45.54915430515797
12795,35.15,Male,58.18,1.66,26.0094484499221,3.2,2.99,1.0,21.11,334.11,Beginner,Crunches,43.04770289183532
12796,29.27,Female,48.58,1.57,22.57404763774665,2.61,3.01,2.02,19.71,364.83,Intermediate,Leg curls,37.61352765758267
12797,41.47,Male,73.77,1.63,27.47686498725673,3.21,3.01,1.0,27.77,362.5,Advanced,Bird dog,53.50031669890071
12798,39.76,Female,55.23,1.61,24.87886300379717,2.71,4.02,3.01,21.31,333.09,Beginner,Cable crossovers,41.48940396300282
12799,22.02,Male,39.53,1.56,19.12153168172745,2.09,4.0,2.0,16.24,343.1,Advanced,Hammer curl,31.971258526213138
12800,52.04,Male,70.67,1.72,21.7415996085088,2.61,3.0,1.99,23.89,335.58,Beginner,Seated calf raises,55.30521155666683
12801,26.39,Female,89.11,1.64,31.108099435745384,3.51,3.98,3.01,33.13,365.55,Advanced,Lateral raises,61.38957259280729
12802,53.04,Male,45.04,1.79,20.35473515638595,2.1,3.0,1.99,14.06,362.57,Beginner,Standing calf raises,35.87222728556377
12803,25.74,Male,47.97,1.77,20.145273645276284,2.69,3.0,2.0,15.31,355.59,Beginner,Decline dumbbell press,38.306312232360966
12804,59.04,Female,51.11,1.95,20.68753328439088,3.38,3.01,1.0,13.44,332.24,Beginner,Leg press,40.53660173834782
12805,57.42,Female,79.18,1.62,27.921709774024787,1.99,4.02,1.98,30.17,335.62,Advanced,Hyperextensions,57.071590200927176
12806,44.3,Female,65.23,1.8,23.764155895241075,2.68,2.01,1.0,20.13,313.66,Beginner,Standing calf raises,49.72864110953424
12807,53.24,Female,61.29,1.63,28.9906912122868,3.4,3.0,1.01,23.07,363.58,Intermediate,Hyperextensions,43.52160535598942
12808,30.08,Female,62.74,1.92,18.844557523523264,3.6,2.04,1.0,17.02,360.88,Beginner,Incline cable crossovers,50.91692460974151
12809,39.13,Male,107.56,1.88,32.21809786720954,3.59,1.99,1.0,30.43,369.91,Advanced,Triceps pushdowns,72.90621393402941
12810,51.98,Male,84.61,1.85,26.17569525699584,3.19,1.95,1.0,24.72,337.98,Intermediate,Bent-over rows,62.46274424305582
12811,30.95,Female,53.77,1.64,23.990351606391368,2.41,3.0,1.0,19.99,336.65,Beginner,Chest flyes,40.870387941243365
12812,47.49,Male,73.56,1.59,28.948006347416268,2.11,3.0,2.01,29.1,360.07,Intermediate,Lateral raises,52.2658465308406
12813,24.13,Female,50.8,1.67,21.68016137177449,2.8,2.97,1.0,18.22,346.25,Advanced,Skull crushers,39.78647802313856
12814,58.43,Female,49.8,1.95,19.721959322950788,3.42,3.02,1.0,13.1,330.25,Intermediate,Concentration curls,39.97846425717051
12815,36.28,Female,100.13,1.99,27.61137341843422,2.5,2.99,1.0,25.28,346.02,Beginner,Chest flyes,72.48273179612181
12816,24.85,Female,41.14,1.62,19.41885395337072,2.09,4.01,2.01,15.68,334.31,Advanced,Wrist curl,33.151083483583285
12817,40.78,Male,120.67,1.67,35.0,2.99,2.02,1.0,43.27,183.86,Advanced,Incline dumbbell press,78.4355
12818,48.73,Female,77.45,1.61,32.94312845387982,3.4,3.0,2.0,29.88,351.36,Beginner,Bent-over rows,51.93554701247008
12819,44.88,Female,65.26,1.68,26.026977758484644,2.61,3.01,1.01,23.12,336.6,Beginner,Hammer curls,48.27479431481293
12820,41.24,Male,120.86,1.67,35.0,2.97,1.98,1.0,43.34,185.56,Intermediate,Barbell curls,78.559
12821,53.9,Female,76.29,1.61,30.01571558781159,2.49,4.01,1.98,29.43,368.63,Intermediate,Romanian deadlifts,53.39101057805853
12822,58.68,Female,90.08,1.62,35.0,3.61,3.02,2.02,34.32,337.8,Beginner,Fat grip dumbbell curl,58.552
12823,22.11,Male,96.58,1.63,35.0,2.39,3.99,2.03,36.35,352.99,Beginner,Incline cable crossovers,62.777
12824,35.97,Male,59.86,1.75,23.540555761463285,2.27,3.01,1.0,19.55,337.31,Advanced,Preacher curls,45.76862332118807
12825,49.91,Male,73.9,1.55,33.43074877405543,2.09,3.03,1.03,30.76,344.77,Beginner,Plate pinch,49.19467665597304
12826,54.94,Male,49.36,1.76,24.57447779622633,2.01,1.97,1.01,15.93,365.61,Intermediate,Incline dumbbell flyes,37.23003775978269
12827,54.21,Male,85.78,1.93,22.71968622284973,3.5,5.02,3.0,23.03,349.38,Intermediate,Face pulls,66.2910531580395
12828,37.31,Male,123.75,1.76,35.0,2.8,2.0,1.0,39.95,280.53,Beginner,Wrist curl,80.4375
12829,50.22,Male,70.53,1.55,32.452111539046875,2.7,2.02,1.0,29.36,341.26,Advanced,Incline dumbbell flyes,47.64152573151024
12830,38.1,Female,49.3,1.51,23.32727738070072,2.5,2.99,1.0,21.62,350.69,Advanced,Face pulls,37.79965225131454
12831,39.09,Male,54.73,1.59,27.09657760641521,1.58,3.0,2.01,21.65,354.97,Advanced,Hanging leg raises,39.90004307600895
12832,38.06,Female,50.01,1.51,26.592214457947787,2.52,3.02,1.0,21.93,350.21,Advanced,Chest flyes,36.71123354958031
12833,44.74,Female,78.18,1.97,21.59031377943309,2.21,3.01,1.0,20.14,354.94,Beginner,Lateral raises,61.30069268723921
12834,28.91,Male,69.51,1.72,26.20150455600877,1.69,3.97,2.02,23.5,345.56,Beginner,Wrist extension,51.29733418311831
12835,28.6,Female,71.97,1.67,25.815050772844188,1.51,3.99,2.0,25.81,354.36,Advanced,Skull crushers,53.39090795878404
12836,40.31,Female,55.77,1.79,21.6698221536001,2.7,5.0,3.0,17.41,334.04,Beginner,Bent-over rows,43.684740184937226
12837,42.18,Male,65.14,1.71,25.283065612575854,1.79,2.98,2.0,22.28,270.76,Advanced,Barbell squats,48.67061105996809
12838,19.71,Female,111.47,1.93,29.860246941249702,3.31,3.99,2.0,29.93,337.57,Intermediate,Seated calf raises,78.18478273458895
12839,40.29,Female,52.25,1.66,22.041136912587746,1.7,2.98,1.99,18.96,342.14,Intermediate,Face pulls,40.7335059631729
12840,22.09,Male,48.1,1.76,19.23412317904888,2.2,4.04,2.0,15.53,328.67,Beginner,Preacher curls,38.84838675087749
12841,41.77,Female,56.58,1.53,22.31653224188428,1.89,3.0,1.04,24.17,348.38,Advanced,Pull-ups,43.95330605754187
12842,49.23,Female,46.4,1.74,19.865172305366738,2.09,2.97,2.01,15.33,330.75,Beginner,Lateral raises,37.18256005030983
12843,43.15,Male,113.36,1.83,33.361434021039656,2.89,3.99,2.0,33.85,155.6,Intermediate,Leg raises,75.54147839374944
12844,39.63,Female,69.51,1.51,33.970815851364975,1.92,3.03,2.01,30.49,180.35,Intermediate,Russian twists,45.89688590171621
12845,24.11,Male,51.37,1.67,23.555403338860376,2.78,3.03,1.01,18.42,345.04,Intermediate,Seated calf raises,39.26958930482743
12846,55.71,Male,88.76,1.85,30.06717147407572,3.51,4.02,2.98,25.93,358.98,Intermediate,Towel pull-up,62.0723785996104
12847,27.87,Female,76.46,1.63,29.651828512907148,2.31,3.02,2.01,28.78,368.52,Advanced,Concentration curls,53.788211919031184
12848,33.04,Female,116.75,1.61,35.0,2.41,2.99,2.01,45.04,377.9,Intermediate,Leg raises,75.8875
12849,31.18,Female,86.99,1.76,30.743271254350283,3.3,2.99,2.0,28.08,362.0,Advanced,Plate pinch,60.24642833584069
12850,27.28,Female,108.41,1.8,35.0,2.5,3.95,2.01,33.46,372.28,Advanced,Hanging leg raises,70.4665
12851,30.07,Male,51.43,1.74,21.746173660471584,2.0,3.01,1.99,16.99,332.82,Advanced,Bicep Curls,40.24594288641946
12852,50.96,Male,44.72,1.63,18.763760158395133,2.11,4.0,2.01,16.83,341.51,Beginner,Chest flyes,36.328846457165696
12853,49.59,Female,87.07,1.6,33.23872358446252,3.09,2.01,1.0,34.01,373.37,Advanced,Close-grip bench press,58.129043375008486
12854,46.42,Female,62.7,1.54,28.36450031141668,2.71,4.0,3.0,26.44,336.0,Intermediate,Donkey kicks,44.91545830474174
12855,24.9,Male,120.16,1.83,32.13504816135293,2.49,2.98,2.0,35.88,345.12,Intermediate,Hyperextensions,81.54652612931832
12856,49.98,Male,89.68,1.7,30.374752509342464,2.7,2.01,1.0,31.03,335.74,Intermediate,Hanging leg raises,62.43992194962168
12857,48.84,Female,83.85,1.87,21.604544056493523,2.29,4.02,2.01,23.98,367.48,Beginner,Romanian deadlifts,65.73458980863018
12858,50.14,Male,55.15,1.55,26.1967011236239,2.69,4.02,2.99,22.96,330.92,Beginner,Romanian deadlifts,40.702519330321415
12859,56.5,Male,109.32,1.66,35.0,3.11,2.99,2.0,39.67,370.78,Intermediate,Face pulls,71.05799999999999
12860,41.86,Female,48.52,1.5,23.556777912257967,1.49,2.98,2.04,21.56,365.99,Advanced,Plate pinch,37.09025135697244
12861,33.31,Male,54.1,1.52,28.2015056567285,2.28,2.01,1.0,23.42,336.3,Intermediate,Skull crushers,38.842985439709885
12862,49.99,Male,70.48,1.55,30.816870191846338,2.7,2.01,1.0,29.34,339.67,Intermediate,Triceps pushdowns,48.76026988878671
12863,43.04,Male,40.19,1.74,18.61323217021108,2.2,3.0,1.97,13.27,331.08,Advanced,Bicep Curls,32.70934199079216
12864,26.11,Male,127.75,1.73,35.0,2.92,3.04,1.01,42.68,129.91,Advanced,Dumbbell front raises,83.03750000000001
12865,41.11,Female,120.4,1.67,35.0,2.98,2.01,1.0,43.17,184.28,Beginner,Preacher curls,78.26
12866,33.1,Male,45.49,1.5,19.948611535436488,1.72,2.98,1.0,20.22,337.01,Intermediate,Barbell curls,36.41537661252994
12867,18.0,Female,126.93,1.67,35.0,2.19,2.97,2.0,45.51,364.78,Beginner,Bent-over lateral raises,82.50450000000001
12868,22.71,Female,43.34,1.62,17.760348936694733,2.7,2.01,1.02,16.51,347.59,Beginner,Dumbbell rows,35.642664770836504
12869,18.18,Female,62.53,1.85,20.75101951561031,3.0,3.03,1.0,18.27,366.77,Advanced,Skull crushers,49.55438749688887
12870,27.78,Male,79.59,1.59,32.744197217399254,1.48,3.03,2.01,31.48,358.55,Advanced,Plate pinch,53.528893434671936
12871,20.21,Male,110.53,1.94,33.448085936662004,3.3,3.99,2.01,29.37,339.4,Intermediate,Military press,73.5598306142075
12872,39.56,Male,72.44,1.6,27.12645308353581,1.92,3.02,1.01,28.3,357.54,Beginner,Decline dumbbell flyes,52.78959738628666
12873,20.95,Female,66.32,1.61,24.19714120268577,2.1,2.99,1.99,25.59,349.18,Advanced,Dumbbell rows,50.27245595437879
12874,43.87,Male,59.2,1.52,27.63274181680983,2.71,4.97,3.01,25.62,346.8,Beginner,Bent-over rows,42.84141684444858
12875,22.29,Male,48.44,1.76,21.505659890892463,2.2,3.99,2.01,15.64,327.87,Intermediate,Lateral raises,38.02265834885169
12876,58.78,Male,65.76,1.52,30.195598911574983,2.09,3.0,1.98,28.46,331.14,Intermediate,Wrist curl,45.903374155748295
12877,59.03,Male,87.27,1.77,29.02096327472965,3.1,3.0,1.98,27.86,356.89,Advanced,Concentration curls,61.94340535014343
12878,48.75,Female,105.34,1.64,35.0,3.1,3.0,2.01,39.17,365.32,Beginner,Seated calf raises,68.471
12879,30.37,Female,121.14,1.96,29.33848149632662,2.58,2.02,1.0,31.53,353.68,Beginner,Leg press,85.59936351534994
12880,30.88,Male,62.24,1.64,27.376175362436467,2.72,3.99,3.01,23.14,365.51,Beginner,Incline cable crossovers,45.20106845441955
12881,35.83,Female,58.89,1.75,24.838509295677174,2.3,2.99,1.0,19.23,337.93,Intermediate,Barbell curls,44.26260187577572
12882,56.73,Male,78.89,1.62,26.374626168498104,1.98,3.99,1.99,30.06,336.99,Advanced,Barbell rows,58.083057415671846
12883,31.85,Female,126.2,1.83,35.0,2.1,2.99,2.0,37.68,363.48,Intermediate,Pull-ups,82.03
12884,33.07,Male,67.74,1.75,25.55603473328817,1.7,1.97,1.0,22.12,368.69,Intermediate,Crunches,50.42834207167059
12885,22.0,Male,102.48,1.84,29.67604903889281,2.7,2.99,2.0,30.27,343.29,Intermediate,Seated cable rows,72.06798494494265
12886,23.72,Female,67.61,1.56,27.653251785078645,2.09,2.97,1.98,27.78,359.73,Intermediate,Dumbbell rows,48.91363646810833
12887,18.22,Male,69.88,1.62,27.75473393245593,2.51,2.0,1.01,26.63,330.1,Advanced,Hammer curl,50.48499192799979
12888,58.94,Male,60.0,1.76,19.362323341265093,2.7,5.0,3.01,19.37,336.94,Beginner,Decline dumbbell flyes,48.38260599524095
12889,18.47,Female,73.05,1.55,33.4118340900005,2.0,3.02,1.0,30.41,368.11,Beginner,Standing calf raises,48.64265519725463
12890,52.97,Female,52.4,1.74,21.758711404872592,3.72,3.01,2.0,17.31,358.87,Advanced,Concentration curls,40.99843522384676
12891,49.06,Male,60.82,1.87,21.97792810062352,2.99,3.99,2.02,17.39,335.05,Intermediate,Overhead triceps extensions,47.45302412920077
12892,32.85,Female,53.41,1.66,23.054878634956,2.51,3.01,1.0,19.38,352.02,Beginner,Donkey kicks,41.09638932107
12893,41.22,Male,66.26,1.74,24.89788618078516,2.3,3.03,1.02,21.89,367.74,Advanced,Dumbbell front raises,49.76266061661176
12894,52.75,Female,65.1,1.55,30.734514163510408,2.69,4.01,3.0,27.1,350.73,Beginner,Wrist extension,45.09183127955472
12895,44.66,Male,44.59,1.65,18.36837937465511,1.58,2.99,1.01,16.38,348.69,Advanced,Chest flyes,36.39953963684129
12896,36.01,Female,100.29,1.99,26.988430375012275,2.52,2.99,1.0,25.33,346.0,Intermediate,Military press,73.2233031769002
12897,30.09,Male,62.53,1.67,25.112938884029,2.59,4.02,2.01,22.42,366.73,Beginner,Fat grip dumbbell curl,46.82687931581667
12898,54.35,Female,54.77,1.75,23.185995771522936,3.29,3.99,2.0,17.88,350.25,Intermediate,Lateral raises,42.07103011593689
12899,25.61,Female,76.74,1.79,27.7506082409121,2.69,3.0,2.02,23.95,339.5,Advanced,Bird dog,55.44418323592405
12900,42.78,Male,41.1,1.74,18.25985345441151,2.19,3.0,2.0,13.58,330.69,Advanced,Lateral raises,33.59520023023687
12901,43.13,Male,64.86,1.66,27.873173089921416,2.7,4.03,3.0,23.54,341.68,Beginner,Triceps pushdowns,46.781459933876974
12902,21.88,Female,102.97,1.84,31.423961897117184,2.7,3.0,2.02,30.41,343.14,Beginner,Overhead triceps extensions,70.61274643453844
12903,18.81,Male,59.12,1.57,26.971442677458064,2.69,5.0,3.02,23.98,345.06,Beginner,Seated cable rows,43.17448308908679
12904,18.11,Female,64.4,1.82,23.582808182752228,2.42,3.0,1.99,19.44,341.15,Advanced,Triceps dips,49.21267153030757
12905,57.09,Male,76.0,1.62,30.47106182412461,2.29,3.02,1.0,28.96,334.91,Advanced,Leg curls,52.841993013665295
12906,41.66,Male,79.72,1.93,25.19972903890552,3.29,1.98,1.0,21.4,360.63,Beginner,Seated cable rows,59.63077601018451
12907,36.67,Female,72.73,1.76,21.525905784034407,1.9,2.98,1.99,23.48,332.4,Beginner,Skull crushers,57.07420872327178
12908,52.66,Female,82.67,1.72,27.836699348341625,2.68,4.02,1.98,27.94,342.29,Advanced,Barbell curls,59.657400648725975
12909,44.89,Female,59.54,1.51,28.73942842090004,1.91,3.98,1.99,26.11,331.64,Intermediate,Cable crossovers,42.42854431819611
12910,26.02,Male,60.06,1.51,25.59489792153777,2.68,4.99,3.0,26.34,356.42,Intermediate,Hanging leg raises,44.68770430832441
12911,23.44,Male,65.37,1.62,24.9600953393505,2.51,3.0,2.01,24.91,361.93,Intermediate,Decline dumbbell flyes,49.053585676666586
12912,53.01,Male,67.33,1.7,22.96059060181883,2.39,4.04,2.0,23.3,362.18,Advanced,Hyperextensions,51.87063434779538
12913,41.61,Female,63.46,1.98,20.623301308237128,3.39,4.0,1.99,16.19,330.02,Advanced,Barbell curls,50.37245298979272
12914,43.62,Female,69.83,1.75,23.214636643169285,2.1,2.99,1.01,22.8,349.77,Advanced,Standing calf raises,53.61921923207489
12915,39.13,Male,42.39,1.75,17.272203023221476,2.08,2.02,1.0,13.84,150.32,Intermediate,Romanian deadlifts,35.06831313845642
12916,35.3,Male,101.63,1.76,34.25133733052527,2.91,2.0,1.0,32.81,337.61,Beginner,Dumbbell front raises,66.82036587098717
12917,39.28,Male,105.64,1.99,28.58314724246149,2.47,1.99,1.0,26.68,350.49,Beginner,Donkey kicks,75.44476325306368
12918,47.86,Male,71.74,1.64,25.74916656098036,1.9,4.01,2.0,26.67,344.77,Intermediate,Romanian deadlifts,53.26754790915268
12919,35.73,Female,58.64,1.75,21.894198906670645,2.31,3.02,1.0,19.15,337.2,Beginner,Wrist curl,45.80124176112833
12920,34.48,Male,110.36,1.86,33.21240991516274,3.6,2.01,1.01,31.9,357.52,Intermediate,Face pulls,73.7067844176264
12921,28.14,Male,69.51,1.58,29.39836066890745,2.0,3.01,1.97,27.84,334.8,Beginner,Leg press,49.075199499042434
12922,21.68,Male,101.86,1.84,31.012032337940305,2.7,2.98,2.0,30.09,342.93,Beginner,Close-grip bench press,70.27114386057401
12923,56.31,Male,125.53,1.8,35.0,2.69,3.97,1.99,38.74,365.25,Intermediate,Russian twists,81.5945
12924,31.81,Female,90.2,1.92,24.718582477109187,3.47,4.03,3.0,24.47,336.92,Beginner,Triceps dips,67.90383860564752
12925,46.85,Male,43.37,1.62,24.420993459580657,2.3,3.0,1.0,16.53,328.2,Advanced,Wrist curl,32.778615136579866
12926,29.73,Female,85.62,1.95,20.35634474582952,3.5,4.98,3.0,22.52,350.34,Intermediate,Fat grip dumbbell curl,68.19089762862076
12927,35.03,Female,62.66,1.63,25.51580075269024,3.69,4.01,2.0,23.58,344.71,Intermediate,Towel pull-up,46.67179924836429
12928,38.43,Male,56.23,1.6,20.476792761475167,2.0,1.98,1.0,21.96,330.0,Advanced,Hammer curl,44.71589943022251
12929,49.23,Female,78.78,1.72,26.493085748830968,3.31,2.99,1.0,26.63,367.07,Intermediate,Bicep Curls,57.90874704707096
12930,25.11,Male,63.22,1.65,22.89348077140217,2.19,3.01,1.0,23.22,362.22,Intermediate,Barbell curls,48.74674145631955
12931,27.7,Female,66.19,1.9,23.176340082616328,3.0,2.97,1.01,18.34,366.04,Advanced,Standing calf raises,50.84958049931625
12932,52.3,Female,48.27,1.54,23.93440806053681,1.89,3.0,1.99,20.35,362.22,Intermediate,Barbell curls,36.71686122917888
12933,20.76,Male,60.21,1.7,21.02172981110715,2.7,5.01,3.0,20.83,366.83,Advanced,Bent-over rows,47.55281648073239
12934,40.74,Female,50.02,1.8,19.322505461294828,2.11,4.01,1.99,15.44,358.37,Advanced,Bicycle crunches,40.35488276826033
12935,50.02,Male,51.34,1.98,17.419451278592984,2.39,2.01,1.0,13.1,336.24,Intermediate,Chest flyes,42.39685371357036
12936,56.06,Male,50.32,1.7,23.105321849802547,2.3,1.98,1.0,17.41,330.46,Advanced,Bird dog,38.69340204517936
12937,49.93,Female,55.45,1.55,25.24132597988899,2.71,4.03,3.0,23.08,329.87,Beginner,Seated calf raises,41.45368474415155
12938,31.89,Female,67.89,1.92,21.88431195897384,3.51,1.98,1.0,18.42,368.63,Intermediate,Barbell rows,53.03274061105266
12939,47.21,Male,43.11,1.62,21.309361859044213,2.3,2.99,1.0,16.43,329.68,Intermediate,Barbell hip thrusts,33.92353410256604
12940,42.94,Male,52.9,1.59,26.545620391226493,2.52,2.05,1.01,20.92,336.21,Intermediate,Hyperextensions,38.85736681304118
12941,38.42,Male,50.0,1.51,28.237561390196944,2.5,3.0,1.02,21.93,350.2,Intermediate,Fat grip dumbbell curl,35.88121930490152
12942,18.8,Female,86.44,1.85,23.48365107916818,3.5,4.0,3.0,25.26,363.21,Beginner,Bicep Curls,66.14073200716703
12943,50.16,Male,68.25,1.75,22.17751432670845,2.72,2.99,1.01,22.29,335.35,Beginner,Face pulls,53.11384647202148
12944,23.07,Male,87.17,1.91,22.7878028390676,3.5,4.97,3.01,23.89,344.51,Beginner,Hammer curls,67.30587226518477
12945,28.01,Male,128.08,1.86,35.0,3.28,3.99,2.0,37.02,363.42,Advanced,Wrist curl,83.25200000000001
12946,18.02,Male,51.05,1.53,22.96693357355401,2.11,3.02,2.0,21.81,347.79,Beginner,Dumbbell curls,39.32538041070068
12947,53.69,Female,66.49,1.74,24.528001244108616,2.1,1.99,1.0,21.96,346.53,Beginner,Bird dog,50.18133197279218
12948,38.03,Male,56.22,1.6,21.38485358028496,1.9,4.03,2.01,21.96,330.41,Beginner,Bird dog,44.197435317163794
12949,49.19,Male,81.08,1.83,23.42293382235751,3.49,5.01,2.99,24.21,359.13,Beginner,Dumbbell front raises,62.08868525683253
12950,35.96,Male,55.88,1.95,20.030855291149063,3.38,4.05,2.0,14.7,343.83,Beginner,Incline dumbbell press,44.6867580633059
12951,52.71,Female,56.39,1.79,21.707928968908007,2.69,5.01,2.98,17.6,355.86,Advanced,Wrist extension,44.14889885443277
12952,20.03,Male,76.82,1.73,25.65061343525628,2.09,4.01,2.01,25.67,332.11,Advanced,Incline dumbbell press,57.115198759036126
12953,34.31,Male,74.63,1.57,33.94111869973864,2.4,3.01,1.0,30.28,358.11,Beginner,Bird dog,49.29974311438505
12954,42.72,Male,70.14,1.66,23.63252857900602,2.63,1.96,1.0,25.45,339.96,Beginner,Barbell rows,53.56414445468518
12955,43.84,Male,61.91,1.55,27.91211931011244,2.57,3.99,2.01,25.77,343.34,Beginner,Incline cable crossovers,44.629606935109386
12956,29.03,Female,120.41,1.78,35.0,3.39,1.99,1.0,38.0,145.58,Beginner,Dumbbell front raises,78.2665
12957,49.01,Male,114.44,1.91,33.04020109079233,3.21,1.98,1.02,31.37,370.86,Advanced,Pull-ups,76.62879387169725
12958,45.68,Male,72.63,1.87,22.69756954079161,3.4,4.0,1.99,20.77,339.64,Intermediate,Dumbbell curls,56.144755242523054
12959,37.69,Female,83.44,1.74,24.10782349883544,3.5,4.98,3.01,27.56,345.16,Beginner,Leg raises,63.3244320725717
12960,21.78,Female,78.48,1.7,29.11516872956629,2.09,3.99,1.99,27.16,333.61,Intermediate,Plate pinch,55.63041558103638
12961,21.04,Male,97.11,1.72,34.778582824009824,2.81,3.0,1.01,32.83,342.38,Beginner,Pull-ups,63.33651821960405
